customer_id,intent_score,conversion_probability,churn_risk,fatigue_score,journey_stage,preferred_channel,recommended_action,channel_used,converted
CUST_CC054EE0,30,0.288,62.0,10,Interested,email,send_whatsapp,whatsapp,False
CUST_37055F28,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_06B32EE5,100,0.718,52.0,10,High Intent,push,send_coupon,push,True
CUST_65E04417,90,0.638,72.0,10,Anonymous,push,send_coupon,push,False
CUST_E6D7B89B,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_270F74DF,30,0.298,52.0,10,Browsing,push,send_whatsapp,whatsapp,False
CUST_910181D2,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_6301D9F7,100,0.71,90.0,0,Interested,whatsapp,wait,none,True
CUST_A33A37D8,20,0.238,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_8F84B196,100,0.72,80.0,0,Interested,email,send_coupon,email,True
CUST_9C39A1BB,85,0.623,57.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_4A5C1BEB,100,0.71,90.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_90CC98DA,100,0.708,62.0,10,Loyal,sms,send_coupon,sms,True
CUST_D3620381,30,0.288,62.0,10,Interested,push,send_whatsapp,whatsapp,False
CUST_B13B4F5E,100,0.7,100.0,0,Cart Active,email,send_coupon,email,True
CUST_78C3C998,30,0.298,52.0,10,Browsing,push,recommend_products,none,False
CUST_4F73EDFF,80,0.61,70.0,0,Cart Active,push,recommend_products,none,True
CUST_CABDE95A,80,0.61,70.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_8290A620,50,0.418,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_5592D9DA,10,0.0,70.0,100,Churn Risk,whatsapp,send_push,push,False
CUST_6080E2EB,80,0.61,70.0,0,Interested,sms,send_coupon,sms,True
CUST_EFC80D26,70,0.508,82.0,10,Interested,whatsapp,send_coupon,whatsapp,False
CUST_8A353FB6,90,0.668,42.0,10,High Intent,email,send_email,email,True
CUST_BBA98762,80,0.61,70.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_69E3C3BC,100,0.7,100.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_0EBA4300,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_2DCC9A50,100,0.703,67.0,10,Loyal,push,send_coupon,push,True
CUST_0969A929,50,0.398,72.0,10,Interested,push,send_whatsapp,whatsapp,False
CUST_63815039,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_4490EE8E,75,0.558,62.0,10,Anonymous,email,send_coupon,email,False
CUST_9D23F007,100,0.713,57.0,10,Loyal,push,send_coupon,push,True
CUST_F1C77A66,100,0.718,52.0,10,High Intent,email,send_whatsapp,whatsapp,True
CUST_2CEA878B,20,0.238,52.0,10,Browsing,push,recommend_products,none,False
CUST_587AD8A4,100,0.72,80.0,0,Interested,push,send_coupon,push,True
CUST_B43BDCE6,30,0.288,62.0,10,Interested,email,send_whatsapp,whatsapp,False
CUST_4E9B31C7,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_FE06D134,10,0.034,61.0,55,Churn Risk,push,wait,none,False
CUST_ADB57CAD,100,0.7,100.0,0,Interested,email,send_coupon,email,True
CUST_D973F35F,100,0.71,90.0,0,Cart Active,sms,send_coupon,sms,True
CUST_86A609C6,85,0.623,57.0,10,Loyal,email,send_coupon,email,True
CUST_57541408,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_647F8747,30,0.298,52.0,10,Anonymous,sms,wait,none,False
CUST_C4A8005E,30,0.298,52.0,10,Browsing,push,recommend_products,none,False
CUST_0AD2B348,90,0.618,92.0,10,Cart Active,email,send_coupon,email,False
CUST_18CE6EE9,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_D5C2AF50,45,0.378,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_CB85A64B,100,0.72,80.0,0,Cart Active,sms,send_email,email,True
CUST_DD199304,10,0.0,70.0,100,Dormant,email,loyalty_reward,none,False
CUST_5382FC8A,30,0.298,52.0,10,Browsing,email,recommend_products,none,False
CUST_131DA56E,90,0.618,92.0,10,Cart Active,whatsapp,send_coupon,whatsapp,False
CUST_770B623C,10,0.0,70.0,100,Churn Risk,sms,send_push,push,False
CUST_0E180EA4,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_3BD1BFA6,80,0.578,72.0,10,Anonymous,email,send_coupon,email,False
CUST_0947CD11,30,0.288,62.0,10,Cart Active,sms,send_whatsapp,whatsapp,False
CUST_716F42AB,100,0.708,62.0,10,High Intent,email,recommend_products,none,True
CUST_C143D2F6,100,0.693,77.0,10,High Intent,email,send_coupon,email,True
CUST_56993D8E,80,0.578,72.0,10,Loyal,sms,send_coupon,sms,True
CUST_A7E53581,10,0.034,61.0,55,Dormant,email,wait,none,False
CUST_9CB02BCF,100,0.693,77.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_503BE15D,80,0.578,72.0,10,High Intent,push,send_coupon,push,True
CUST_C2207C2D,100,0.72,80.0,0,Cart Active,sms,send_coupon,sms,True
CUST_02424CE3,80,0.61,70.0,0,Cart Active,sms,send_coupon,sms,True
CUST_1FF0F4B8,60,0.6802,62.0,10,High Intent,sms,send_whatsapp,whatsapp,True
CUST_0B5ABC6D,40,0.358,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_184CC8F1,85,0.623,57.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_E4B13E8F,20,0.238,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_81CA5D16,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_83645FC6,100,0.718,52.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_6E5A12E9,60,0.78,62.0,10,Loyal,sms,send_whatsapp,whatsapp,True
CUST_AC41ECF3,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_3683D49C,65,0.498,62.0,10,Anonymous,email,loyalty_reward,none,False
CUST_9AC92005,100,0.698,72.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_36D8E45F,30,0.298,52.0,10,Anonymous,email,recommend_products,none,False
CUST_741B6B68,20,0.238,52.0,10,Browsing,sms,recommend_products,none,False
CUST_28C10C94,80,0.578,72.0,10,Loyal,email,send_coupon,email,True
CUST_6E27F854,50,0.418,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_999FE051,100,0.708,62.0,10,Loyal,push,send_coupon,push,True
CUST_EFDB19CD,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_83469F4C,30,0.298,52.0,10,Browsing,push,recommend_products,none,False
CUST_C71AE6AD,65,0.513,47.0,10,Loyal,whatsapp,loyalty_reward,none,True
CUST_34A39B77,100,0.7,100.0,0,Cart Active,push,send_coupon,push,True
CUST_C8E4870F,100,0.67,100.0,10,High Intent,push,send_coupon,push,True
CUST_A945F7C3,100,0.718,52.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_9A972779,60,0.6087,62.0,10,Loyal,whatsapp,send_whatsapp,whatsapp,True
CUST_3B7AAABC,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_67C3AF77,100,0.703,67.0,10,High Intent,sms,send_coupon,sms,True
CUST_8861184D,35,0.318,62.0,10,Browsing,push,send_push,push,False
CUST_06A239D3,20,0.238,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_1BD16710,50,0.418,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_912094DF,100,0.708,62.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_3F1908FF,100,0.683,87.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_EEB6C2C2,100,0.738,32.0,10,High Intent,push,send_push,push,True
CUST_94DE09B8,20,0.238,52.0,10,Browsing,email,recommend_products,none,False
CUST_89EA70FF,65,0.498,62.0,10,Anonymous,whatsapp,send_coupon,whatsapp,False
CUST_5F83A21D,100,0.72,80.0,0,Cart Active,sms,send_coupon,sms,True
CUST_18AA4492,85,0.623,57.0,10,Loyal,sms,send_coupon,sms,True
CUST_027164B3,20,0.238,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_0AD94D28,40,0.358,52.0,10,Anonymous,push,wait,none,False
CUST_31B02712,50,0.418,52.0,10,Browsing,email,recommend_products,none,False
CUST_AC95571E,50,0.418,52.0,10,Browsing,push,recommend_products,none,False
CUST_65901553,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_8E8B796A,100,0.693,77.0,10,High Intent,email,recommend_products,none,True
CUST_7B473553,65,0.498,62.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_9140D68A,30,0.288,62.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_0F053F77,30,0.298,52.0,10,Browsing,email,recommend_products,none,False
CUST_8D250AB2,100,0.703,67.0,10,High Intent,sms,send_coupon,sms,True
CUST_76F3CA16,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_8D1EC76F,40,0.358,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_19C3FD37,30,0.298,52.0,10,Anonymous,email,wait,none,False
CUST_4E59CDC9,100,0.693,77.0,10,Loyal,push,send_coupon,push,True
CUST_E3CC687C,100,0.7,100.0,0,Interested,email,send_coupon,email,True
CUST_895195FE,100,0.708,62.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_52A467A1,10,0.034,61.0,55,Dormant,sms,wait,none,False
CUST_895A3F9D,100,0.72,80.0,0,Cart Active,push,send_coupon,push,True
CUST_D8C3AB84,40,0.358,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_F32E13E7,100,0.678,92.0,10,High Intent,email,send_coupon,email,True
CUST_68E73F1D,90,0.638,72.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_3221BDA7,100,0.713,57.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_2CF59DB9,10,0.034,61.0,55,Churn Risk,email,wait,none,False
CUST_7A473C6F,100,0.72,80.0,0,Cart Active,push,send_coupon,push,True
CUST_BC076D08,100,0.708,62.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_13B3C39B,45,0.378,62.0,10,Browsing,sms,send_email,email,False
CUST_F399372B,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_2C04A290,90,0.638,72.0,10,Anonymous,email,send_coupon,email,False
CUST_8512043B,60,0.5,60.0,0,Cart Active,push,send_whatsapp,whatsapp,True
CUST_BE0BE98D,10,0.034,61.0,55,Dormant,sms,wait,none,False
CUST_D385C01E,30,0.298,52.0,10,Browsing,sms,loyalty_reward,none,False
CUST_BEDEB4E5,10,0.034,61.0,55,Dormant,email,wait,none,False
CUST_9A338CD0,70,0.508,82.0,10,Interested,email,send_coupon,email,False
CUST_1E67221C,80,0.61,70.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_0CD60EBD,30,0.298,52.0,10,Anonymous,sms,wait,none,False
CUST_92F17E3F,10,0.034,61.0,55,Dormant,whatsapp,wait,none,False
CUST_6F9E2418,30,0.298,52.0,10,Browsing,sms,recommend_products,none,False
CUST_0FF13127,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_BB285F7A,100,0.67,100.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_7EABA16F,55,0.438,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_B46F4923,30,0.288,62.0,10,Interested,email,send_coupon,email,False
CUST_93700F09,100,0.7,100.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_72B6D10E,100,0.71,90.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_A54C9E5A,65,0.513,47.0,10,High Intent,email,send_email,email,True
CUST_BCF213F1,100,0.67,100.0,10,Cart Active,email,send_coupon,email,False
CUST_FB4910A7,10,0.034,61.0,55,Churn Risk,push,wait,none,False
CUST_4C60FF11,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_5FAF1C12,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_79A602ED,100,0.708,62.0,10,High Intent,sms,send_coupon,sms,True
CUST_A1727E54,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_A163EAC7,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_407E42A5,85,0.623,57.0,10,Loyal,email,loyalty_reward,none,True
CUST_80D7E8E6,100,0.72,80.0,0,Interested,email,send_coupon,email,True
CUST_F0508F34,65,0.498,62.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_65C588C7,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_115F567A,60,0.5,60.0,0,Cart Active,sms,send_whatsapp,whatsapp,True
CUST_11809A6B,100,0.683,87.0,10,High Intent,push,send_coupon,push,True
CUST_30A63D4E,90,0.638,72.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_6C0C3F65,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_490CCB49,80,0.578,72.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_E1598B61,100,0.683,87.0,10,High Intent,push,send_coupon,push,True
CUST_0F7F15A2,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_9D644E2B,10,0.034,61.0,55,Churn Risk,whatsapp,wait,none,False
CUST_D6F45E2B,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_5F316548,70,0.508,82.0,10,Interested,whatsapp,send_coupon,whatsapp,False
CUST_241A82E0,100,0.693,77.0,10,High Intent,email,send_coupon,email,True
CUST_C3A5792C,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_7F141E6F,85,0.623,57.0,10,Loyal,push,send_coupon,push,True
CUST_FAF701E5,85,0.623,57.0,10,High Intent,email,send_coupon,email,True
CUST_4BE3EA6F,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_0BDEBB7F,100,0.688,82.0,10,Loyal,push,send_coupon,push,True
CUST_E89782AF,55,0.438,62.0,10,Anonymous,sms,send_whatsapp,whatsapp,False
CUST_3F240E7F,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_ED884268,10,0.034,61.0,55,Churn Risk,sms,wait,none,False
CUST_DF3740B2,100,0.7,100.0,0,Cart Active,sms,send_coupon,sms,True
CUST_73A64B24,30,0.298,52.0,10,Browsing,email,recommend_products,none,False
CUST_646349C1,100,0.713,57.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_0838480F,30,0.298,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_35DB462E,100,0.698,72.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_FBE3E53A,10,0.034,61.0,55,Dormant,sms,wait,none,False
CUST_A46748F6,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_F6B94B37,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_6579F2EE,100,0.693,77.0,10,High Intent,sms,send_coupon,sms,True
CUST_BEF47812,100,0.703,67.0,10,High Intent,push,send_coupon,push,True
CUST_E639AE8C,100,0.7,100.0,0,Cart Active,sms,send_coupon,sms,True
CUST_6E69BB46,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_269B407E,100,0.703,67.0,10,Loyal,push,send_coupon,push,True
CUST_60F782FD,100,0.708,62.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_8EEBB8A3,100,0.718,52.0,10,High Intent,push,send_coupon,push,True
CUST_19E5CD10,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_B10F3870,30,0.298,52.0,10,Browsing,sms,recommend_products,none,False
CUST_9BB9B538,100,0.7,100.0,0,Interested,whatsapp,wait,none,True
CUST_7B3DBE5B,70,0.508,82.0,10,Cart Active,whatsapp,send_coupon,whatsapp,False
CUST_E999A8A8,80,0.61,70.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_07EB68F4,80,0.578,72.0,10,High Intent,email,send_coupon,email,True
CUST_A95B61CD,10,0.034,61.0,55,Churn Risk,push,wait,none,False
CUST_9CC313BA,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_6E792318,30,0.298,52.0,10,Anonymous,push,wait,none,False
CUST_51AF6922,60,0.478,52.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_EB3B7A55,100,0.703,67.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_34C5C6D7,10,0.034,61.0,55,Dormant,sms,wait,none,False
CUST_5A2098A2,100,0.733,37.0,10,Loyal,email,loyalty_reward,none,True
CUST_5F862B40,100,0.703,67.0,10,Loyal,sms,send_coupon,sms,True
CUST_B30C0F03,100,0.708,62.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_1351064A,55,0.438,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_4A625328,50,0.418,52.0,10,Anonymous,push,wait,none,False
CUST_D6FCB1E8,60,0.5,60.0,0,Cart Active,email,send_whatsapp,whatsapp,True
CUST_EB78793E,50,0.418,52.0,10,Browsing,push,recommend_products,none,False
CUST_3BC4ECAE,60,0.478,52.0,10,Browsing,sms,send_push,push,False
CUST_9BFE4ED4,80,0.61,70.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_756B35DC,80,0.61,70.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_58DE26DE,80,0.578,72.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_855AF781,80,0.578,72.0,10,Browsing,email,send_coupon,email,False
CUST_8FE037C1,30,0.298,52.0,10,Anonymous,email,wait,none,False
CUST_2BA29819,80,0.61,70.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_B99993B5,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_56A67BB4,100,0.713,57.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_93480CCB,65,0.498,62.0,10,Browsing,email,send_coupon,email,False
CUST_D488727A,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_D26F973C,100,0.7,100.0,0,Interested,sms,send_coupon,sms,True
CUST_77F1C16C,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_D6436251,100,0.683,87.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_93A9BF43,60,0.7717,62.0,10,Loyal,whatsapp,send_whatsapp,whatsapp,True
CUST_EE0967E3,100,0.718,52.0,10,High Intent,email,send_coupon,email,True
CUST_E0EAE488,100,0.72,80.0,0,Interested,email,send_coupon,email,True
CUST_F2051248,35,0.318,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_82F65E23,80,0.578,72.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_DD984D84,65,0.498,62.0,10,Anonymous,email,send_coupon,email,False
CUST_CB568B0F,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_21BB680C,70,0.508,82.0,10,Interested,email,send_coupon,email,False
CUST_FED98234,30,0.288,62.0,10,Interested,whatsapp,send_whatsapp,whatsapp,False
CUST_EE8EF9EC,75,0.558,62.0,10,Anonymous,email,send_coupon,email,False
CUST_B35DE5D2,20,0.238,52.0,10,Anonymous,email,wait,none,False
CUST_C56A11A5,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_A7E56800,30,0.298,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_2C11FCAA,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_547064A2,100,0.67,100.0,10,Interested,email,send_coupon,email,False
CUST_92CEDCA7,75,0.558,62.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_D256D442,60,0.5,60.0,0,Cart Active,email,send_whatsapp,whatsapp,True
CUST_449FC798,60,0.5,60.0,0,Interested,push,send_whatsapp,whatsapp,True
CUST_32B7B659,10,0.0,70.0,100,Churn Risk,whatsapp,send_email,email,False
CUST_FBEBE3B4,40,0.358,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_4C574128,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_EA42A92D,90,0.668,42.0,10,High Intent,push,send_push,push,True
CUST_51A7B9FE,60,0.5,60.0,0,Interested,push,send_whatsapp,whatsapp,True
CUST_44A2C795,10,0.034,61.0,55,Churn Risk,email,wait,none,False
CUST_FCBFFC24,30,0.298,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_85EA6A71,100,0.693,77.0,10,High Intent,sms,send_coupon,sms,True
CUST_94D3E97B,50,0.398,72.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_5D50C84D,55,0.438,62.0,10,Anonymous,sms,send_whatsapp,whatsapp,False
CUST_5103D3C5,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_260D0C2F,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_47FE6E8D,85,0.623,57.0,10,High Intent,sms,send_coupon,sms,True
CUST_4248F272,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_6D8BC63B,50,0.418,52.0,10,Browsing,email,send_whatsapp,whatsapp,False
CUST_559D568C,30,0.288,62.0,10,Interested,whatsapp,send_whatsapp,whatsapp,False
CUST_475F08DA,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_5D81D8F3,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_F25B8976,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_6E4B08DD,40,0.358,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_7B8B4582,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_C8832EFB,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_C4B680AE,60,0.458,72.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_0FE8CE86,100,0.72,80.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_119DD9F6,90,0.638,72.0,10,Anonymous,whatsapp,send_coupon,whatsapp,False
CUST_4A5340F6,60,0.478,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_1CE8F62B,60,0.8638,62.0,10,High Intent,whatsapp,send_whatsapp,whatsapp,True
CUST_60543475,100,0.688,82.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_508B3E12,80,0.61,70.0,0,Interested,push,send_push,push,True
CUST_64D813A5,60,0.478,52.0,10,Browsing,push,recommend_products,none,False
CUST_EDC61F3F,75,0.558,62.0,10,Browsing,email,send_coupon,email,False
CUST_A14EE256,10,0.034,61.0,55,Dormant,sms,wait,none,False
CUST_B11FBE08,30,0.298,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_DA071068,100,0.72,80.0,0,Cart Active,email,send_coupon,email,True
CUST_E2442033,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_F0F97E05,50,0.418,52.0,10,Anonymous,email,wait,none,False
CUST_3B2A0D43,100,0.71,90.0,0,Interested,push,send_coupon,push,True
CUST_E6593C6B,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_D730113B,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_B2B8F92B,30,0.288,62.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_99CA12C2,100,0.71,90.0,0,Interested,email,send_coupon,email,True
CUST_B7CA9F4F,100,0.713,57.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_DF7B584F,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_864192A5,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_C2777272,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_C39706E3,50,0.398,72.0,10,Interested,sms,send_whatsapp,whatsapp,False
CUST_E429E2BF,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_EE5F32C6,60,0.5,60.0,0,Cart Active,push,send_whatsapp,whatsapp,True
CUST_B8585C55,10,0.034,61.0,55,Dormant,push,wait,none,False
CUST_9C908B7E,100,0.683,87.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_E05A6E55,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_1F1F606A,30,0.298,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_DB91EDA3,100,0.71,90.0,0,Cart Active,sms,send_coupon,sms,True
CUST_D26D51EE,100,0.723,47.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_0E935651,100,0.708,62.0,10,High Intent,sms,send_email,email,True
CUST_72429935,60,0.7892,62.0,10,High Intent,email,send_whatsapp,whatsapp,True
CUST_FD6AAD0E,45,0.378,62.0,10,Browsing,email,send_whatsapp,whatsapp,False
CUST_7A378EA4,100,0.71,90.0,0,Interested,sms,send_coupon,sms,True
CUST_5F0AAC03,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_4EAC5F1B,30,0.298,52.0,10,Browsing,push,recommend_products,none,False
CUST_B3CF4A1B,100,0.718,52.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_956AC9C3,35,0.318,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_3EB938AC,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_0ECEFA24,75,0.558,62.0,10,Browsing,sms,send_coupon,sms,False
CUST_3BDB194B,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_EA57BACB,35,0.318,62.0,10,Browsing,email,send_whatsapp,whatsapp,False
CUST_DB672D6E,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_73610D47,40,0.358,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_43287017,100,0.71,90.0,0,Interested,push,send_coupon,push,True
CUST_D06526D8,80,0.578,72.0,10,Loyal,sms,send_coupon,sms,True
CUST_D314B9C7,100,0.7,100.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_C5234514,30,0.288,62.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_06321A44,80,0.578,72.0,10,High Intent,push,do_nothing,none,True
CUST_C9697997,65,0.513,47.0,10,High Intent,email,send_email,email,True
CUST_33540ED1,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_9674EE56,85,0.623,57.0,10,High Intent,email,send_coupon,email,True
CUST_55273BA1,10,0.0,70.0,100,Dormant,whatsapp,wait,none,False
CUST_2DAEC16A,60,0.5,60.0,0,Interested,sms,send_whatsapp,whatsapp,True
CUST_B87AF05C,30,0.288,62.0,10,Cart Active,push,send_whatsapp,whatsapp,False
CUST_C5612976,100,0.703,67.0,10,High Intent,sms,send_coupon,sms,True
CUST_72CBC3FF,100,0.72,80.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_0F909074,10,0.034,61.0,55,Churn Risk,email,wait,none,False
CUST_E15D1603,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_328B8A58,55,0.438,62.0,10,Browsing,sms,send_whatsapp,whatsapp,False
CUST_AE9B8C22,80,0.61,70.0,0,Cart Active,sms,send_coupon,sms,True
CUST_3734FEC0,100,0.703,67.0,10,Loyal,push,send_coupon,push,True
CUST_7BB9CFB8,50,0.418,52.0,10,Browsing,email,recommend_products,none,False
CUST_ADAD237D,35,0.318,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_972B2DD0,90,0.618,92.0,10,Interested,sms,send_coupon,sms,False
