event_id,customer_id,timestamp,device_id,channel,event_type,product_category,product_id,price,session_duration,cart_value,journey_stage,converted
EVT_C4B73646,CUST_CF937353,2026-03-28T19:16:51.625111+00:00,DEV_40E154E2,website,cart_abandon,,,,,,cart_abandoned,False
EVT_6975B4C6,CUST_791BE7DD,2026-03-28T19:17:51.625111+00:00,DEV_E0D2A182,email,email_sent,,,,,,anonymous,False
EVT_CBC6B769,CUST_4B8AC103,2026-03-28T19:18:51.625111+00:00,DEV_C6ECC7A0,website,session_start,,,,25.0,,anonymous,False
EVT_023A5C63,CUST_4B8AC103,2026-03-28T19:21:51.625111+00:00,DEV_C6ECC7A0,website,product_view,Other,PROD_576,476.6,,,anonymous,False
EVT_026000D7,CUST_B5684CA8,2026-03-28T19:24:51.625111+00:00,DEV_5E37EFD7,website,product_view,Books,PROD_365,254.87,,,anonymous,False
EVT_662EFC23,CUST_8E8B796A,2026-03-28T19:25:51.625111+00:00,DEV_DBAE1C64,website,purchase,Electronics,PROD_444,,,,converted,True
EVT_B52BDFDA,CUST_2E47009A,2026-03-28T19:26:51.625111+00:00,DEV_F4874800,website,purchase,Electronics,PROD_365,,,,converted,True
EVT_6DA9B52A,CUST_848687AA,2026-03-28T19:30:51.625111+00:00,DEV_E65E7715,website,cart_abandon,,,,,,cart_abandoned,False
EVT_5512B446,CUST_B5684CA8,2026-03-28T19:35:51.625111+00:00,DEV_5E37EFD7,website,add_to_cart,Books,PROD_626,,,,cart_active,False
EVT_B57DD5C2,CUST_56993D8E,2026-03-28T19:35:51.625111+00:00,DEV_292436A4,website,product_view,Home & Garden,PROD_630,294.11,,,anonymous,False
EVT_9D0DEA7A,CUST_FEED1B22,2026-03-28T19:36:51.625111+00:00,DEV_8A7070CF,website,session_start,,,,56.0,,anonymous,False
EVT_CEFCF484,CUST_848687AA,2026-03-28T19:39:51.625111+00:00,DEV_E65E7715,whatsapp,whatsapp_click,,,,,,cart_abandoned,False
EVT_C34E3C1F,CUST_3E5FC064,2026-03-28T19:45:51.625111+00:00,DEV_432D7F0E,email,email_open,,,,,,cart_abandoned,False
EVT_3784AC5C,CUST_5A2098A2,2026-03-28T19:49:51.625111+00:00,DEV_E9C137F2,website,product_view,Home & Garden,PROD_811,249.57,,,anonymous,False
EVT_A4EAFB8E,CUST_791BE7DD,2026-03-28T19:50:51.625111+00:00,DEV_E0D2A182,email,email_sent,,,,,,anonymous,False
EVT_E7210F0E,CUST_E21A7769,2026-03-28T19:52:51.625111+00:00,DEV_288EDD8D,website,cart_abandon,,,,,,cart_abandoned,False
EVT_9B887A85,CUST_4B8AC103,2026-03-28T19:58:51.625111+00:00,DEV_C6ECC7A0,website,product_view,Gaming,PROD_743,333.02,,,anonymous,False
EVT_5309554E,CUST_71A2934A,2026-03-28T19:59:51.625111+00:00,DEV_55308BCE,email,email_open,,,,,,cart_abandoned,False
EVT_924A8935,CUST_B7CA9F4F,2026-03-28T20:02:51.625111+00:00,DEV_DE6CEB64,email,email_open,,,,,,cart_abandoned,False
EVT_3631D174,CUST_15D8CF8B,2026-03-28T20:09:51.625111+00:00,DEV_752B27A5,website,product_view,Electronics,PROD_797,199.33,,,anonymous,False
EVT_7D7C23D6,CUST_AC9B2E3E,2026-03-28T20:15:51.625111+00:00,DEV_51B21525,email,email_sent,,,,,,anonymous,False
EVT_7D67E3FE,CUST_E469213F,2026-03-28T20:16:51.625111+00:00,DEV_A1D4844A,website,purchase,Beauty,PROD_429,,,,converted,True
EVT_BBEA578E,CUST_15D8CF8B,2026-03-28T20:17:51.625111+00:00,DEV_752B27A5,website,add_to_cart,Electronics,PROD_973,,,,cart_active,False
EVT_E7F5456F,CUST_B5684CA8,2026-03-28T20:23:51.625111+00:00,DEV_5E37EFD7,website,cart_abandon,,,,,,cart_abandoned,False
EVT_C5E8B80F,CUST_791BE7DD,2026-03-28T20:28:51.625111+00:00,DEV_E0D2A182,push,push_sent,,,,,,anonymous,False
EVT_C690E1C3,CUST_E21A7769,2026-03-28T20:30:51.625111+00:00,DEV_288EDD8D,email,email_open,,,,,,cart_abandoned,False
EVT_41EAB355,CUST_56993D8E,2026-03-28T20:34:51.625111+00:00,DEV_292436A4,website,add_to_cart,Home & Garden,PROD_340,,,,cart_active,False
EVT_1E7179DE,CUST_56993D8E,2026-03-28T20:46:51.625111+00:00,DEV_292436A4,website,cart_abandon,,,,,,cart_abandoned,False
EVT_5ED2A747,CUST_5A2098A2,2026-03-28T20:59:51.625111+00:00,DEV_E9C137F2,website,product_view,Home & Garden,PROD_509,126.91,,,anonymous,False
EVT_09C59B12,CUST_AC9B2E3E,2026-03-28T21:01:51.625111+00:00,DEV_51B21525,push,push_sent,,,,,,anonymous,False
EVT_34843D51,CUST_B7CA9F4F,2026-03-28T21:02:51.625111+00:00,DEV_DE6CEB64,website,session_start,,,,109.0,,cart_abandoned,False
EVT_09F6226E,CUST_15D8CF8B,2026-03-28T21:04:51.625111+00:00,DEV_752B27A5,website,purchase,Electronics,PROD_910,,,,converted,True
EVT_DFB123EE,CUST_71A2934A,2026-03-28T21:09:51.625111+00:00,DEV_55308BCE,website,session_start,,,,58.0,,cart_abandoned,False
EVT_2DFD6DBB,CUST_3E5FC064,2026-03-28T21:15:51.625111+00:00,DEV_432D7F0E,website,session_start,,,,10.0,,cart_abandoned,False
EVT_458D48BA,CUST_3E5FC064,2026-03-28T21:28:51.625111+00:00,DEV_432D7F0E,website,purchase,Gaming,PROD_596,,,,converted,True
EVT_CD3691B1,CUST_FEED1B22,2026-03-28T21:31:51.625111+00:00,DEV_8A7070CF,website,product_view,Gaming,PROD_586,249.7,,,anonymous,False
EVT_0F3B70E0,CUST_791BE7DD,2026-03-28T21:35:51.625111+00:00,DEV_E0D2A182,website,unsubscribe,,,,,,anonymous,False
EVT_F6B54024,CUST_848687AA,2026-03-28T21:37:51.625111+00:00,DEV_E65E7715,website,purchase,Sports,PROD_217,,,,converted,True
EVT_BDBD09FE,CUST_71A2934A,2026-03-28T21:37:51.625111+00:00,DEV_55308BCE,website,purchase,Fashion,PROD_287,,,,converted,True
EVT_06F44130,CUST_E21A7769,2026-03-28T21:58:51.625111+00:00,DEV_288EDD8D,website,session_start,,,,225.0,,cart_abandoned,False
EVT_313EE4FA,CUST_F5917397,2026-03-28T22:03:51.625111+00:00,DEV_3E1D41E6,website,session_start,,,,245.0,,anonymous,False
EVT_73CE4B7A,CUST_56993D8E,2026-03-28T22:08:51.625111+00:00,DEV_292436A4,email,email_open,,,,,,cart_abandoned,False
EVT_B37EFF51,CUST_B7CA9F4F,2026-03-28T22:17:51.625111+00:00,DEV_DE6CEB64,website,purchase,Beauty,PROD_135,,,,converted,True
EVT_8E2C3FE9,CUST_9CFE1314,2026-03-28T22:18:51.625111+00:00,DEV_314D718B,website,session_start,,,,108.0,,anonymous,False
EVT_C43FC0DB,CUST_F5917397,2026-03-28T22:19:51.625111+00:00,DEV_3E1D41E6,website,product_view,Sports,PROD_161,11.92,,,anonymous,False
EVT_575F2E6C,CUST_FEED1B22,2026-03-28T22:20:51.625111+00:00,DEV_8A7070CF,website,add_to_cart,Gaming,PROD_268,,,,cart_active,False
EVT_846D02F2,CUST_E21A7769,2026-03-28T22:27:51.625111+00:00,DEV_288EDD8D,website,purchase,Fashion,PROD_303,,,,converted,True
EVT_D905ABE4,CUST_F5917397,2026-03-28T22:38:51.625111+00:00,DEV_3E1D41E6,website,add_to_cart,Sports,PROD_380,,,,cart_active,False
EVT_1C9C6173,CUST_FEED1B22,2026-03-28T22:38:51.625111+00:00,DEV_8A7070CF,website,cart_abandon,,,,,,cart_abandoned,False
EVT_600B2E28,CUST_F5917397,2026-03-28T22:48:51.625111+00:00,DEV_3E1D41E6,website,cart_abandon,,,,,,cart_abandoned,False
EVT_35035955,CUST_5A2098A2,2026-03-28T22:59:51.625111+00:00,DEV_E9C137F2,website,add_to_cart,Home & Garden,PROD_312,,,,cart_active,False
EVT_BB61C881,CUST_FEED1B22,2026-03-28T23:23:51.625111+00:00,DEV_8A7070CF,whatsapp,whatsapp_click,,,,,,cart_abandoned,False
EVT_4E1E43F4,CUST_9CFE1314,2026-03-28T23:30:51.625111+00:00,DEV_314D718B,website,product_view,Books,PROD_132,477.39,,,anonymous,False
EVT_8AFB4C62,CUST_56993D8E,2026-03-28T23:59:51.625111+00:00,DEV_292436A4,website,session_start,,,,235.0,,cart_abandoned,False
EVT_35E95642,CUST_56993D8E,2026-03-29T00:17:51.625111+00:00,DEV_292436A4,website,purchase,Home & Garden,PROD_479,,,,converted,True
EVT_F4C8B66A,CUST_FEED1B22,2026-03-29T00:25:51.625111+00:00,DEV_8A7070CF,website,purchase,Gaming,PROD_225,,,,converted,True
EVT_D3F52CF2,CUST_5A2098A2,2026-03-29T00:51:51.625111+00:00,DEV_E9C137F2,website,purchase,Home & Garden,PROD_155,,,,converted,True
EVT_E9D34CB1,CUST_9CFE1314,2026-03-29T01:13:51.625111+00:00,DEV_314D718B,website,add_to_cart,Books,PROD_562,,,,cart_active,False
EVT_65504343,CUST_9CFE1314,2026-03-29T02:24:51.625111+00:00,DEV_314D718B,website,cart_abandon,,,,,,cart_abandoned,False
EVT_0A98A5B2,CUST_9CFE1314,2026-03-29T03:59:51.625111+00:00,DEV_314D718B,email,email_open,,,,,,cart_abandoned,False
EVT_90FE5FB0,CUST_9CFE1314,2026-03-29T05:23:51.625111+00:00,DEV_314D718B,website,session_start,,,,67.0,,cart_abandoned,False
EVT_217AAD6B,CUST_9CFE1314,2026-03-29T06:57:51.625111+00:00,DEV_314D718B,website,purchase,Books,PROD_815,,,,converted,True
EVT_9E66043F,CUST_8ED17183,2026-03-29T11:23:51.625111+00:00,DEV_078D16E5,website,session_start,,,,243.0,,anonymous,False
EVT_B676BF00,CUST_6B7F538D,2026-03-29T11:23:51.625111+00:00,DEV_5FA5C26E,email,email_sent,,,,,,anonymous,False
EVT_7FFDE30D,CUST_E2391426,2026-03-29T11:23:51.625111+00:00,DEV_DCB99A43,website,session_start,,,,195.0,,anonymous,False
EVT_7A17C56E,CUST_A14EE256,2026-03-29T11:23:51.625111+00:00,DEV_BB43062C,email,email_sent,,,,,,anonymous,False
EVT_B6C31ACD,CUST_646349C1,2026-03-29T11:23:51.625111+00:00,DEV_064D9DFD,website,session_start,,,,15.0,,anonymous,False
EVT_450C9C6B,CUST_CCF4473E,2026-03-29T11:23:51.625111+00:00,DEV_35BFD90F,email,email_sent,,,,,,anonymous,False
EVT_6EF1AB54,CUST_AE5D913C,2026-03-29T11:23:51.625111+00:00,DEV_F10C85D8,email,email_sent,,,,,,anonymous,False
EVT_56EC827A,CUST_67EE3FB6,2026-03-29T11:23:51.625111+00:00,DEV_BACC9BD8,email,email_sent,,,,,,anonymous,False
EVT_47A22782,CUST_66D6E841,2026-03-29T11:23:51.625111+00:00,DEV_68C1A360,website,session_start,,,,155.0,,anonymous,False
EVT_B01A7B00,CUST_AC45C3AC,2026-03-29T11:23:51.625111+00:00,DEV_6F4EE0B9,website,session_start,,,,43.0,,anonymous,False
EVT_5B7A0885,CUST_33540ED1,2026-03-29T11:23:51.625111+00:00,DEV_49F59F9A,email,email_sent,,,,,,anonymous,False
EVT_BC42924A,CUST_877C104A,2026-03-29T11:23:51.625111+00:00,DEV_5E380939,website,session_start,,,,173.0,,anonymous,False
EVT_AD7530D3,CUST_D665C471,2026-03-29T11:23:51.625111+00:00,DEV_DCBE198F,website,session_start,,,,116.0,,anonymous,False
EVT_DF2EDF85,CUST_C17B01C9,2026-03-29T11:23:51.625111+00:00,DEV_C3C2FFBA,website,session_start,,,,21.0,,anonymous,False
EVT_8E124151,CUST_9C916C23,2026-03-29T11:23:51.625111+00:00,DEV_2364C381,website,session_start,,,,260.0,,anonymous,False
EVT_00B73716,CUST_7DABD08A,2026-03-29T11:23:51.625111+00:00,DEV_6582B097,website,session_start,,,,235.0,,anonymous,False
EVT_F83F80A7,CUST_269B407E,2026-03-29T11:23:51.625111+00:00,DEV_5E6F5A7B,website,session_start,,,,239.0,,anonymous,False
EVT_E3B71FDC,CUST_729BBAFC,2026-03-29T11:23:51.625111+00:00,DEV_CE4091B8,website,session_start,,,,211.0,,anonymous,False
EVT_15AD0378,CUST_912094DF,2026-03-29T11:23:51.625111+00:00,DEV_C346C319,website,session_start,,,,141.0,,anonymous,False
EVT_2C1F70BC,CUST_29F2B405,2026-03-29T11:23:51.625111+00:00,DEV_93C189C5,email,email_sent,,,,,,anonymous,False
EVT_DCBCCE6D,CUST_F3E2D497,2026-03-29T11:23:51.625111+00:00,DEV_D869D413,website,session_start,,,,72.0,,anonymous,False
EVT_3ED6C1D8,CUST_EFB1E232,2026-03-29T11:23:51.625111+00:00,DEV_5C84A7FF,email,email_sent,,,,,,anonymous,False
EVT_BEE5A39A,CUST_C77883ED,2026-03-29T11:23:51.625111+00:00,DEV_E76001A5,website,session_start,,,,292.0,,anonymous,False
EVT_A6C7A804,CUST_31B02712,2026-03-29T11:23:51.625111+00:00,DEV_90742200,website,session_start,,,,119.0,,anonymous,False
EVT_FDA9C56C,CUST_8E0667CE,2026-03-29T11:23:51.625111+00:00,DEV_8FF7E9B6,email,email_sent,,,,,,anonymous,False
EVT_3A35927B,CUST_ED884268,2026-03-29T11:23:51.625111+00:00,DEV_4A2E8A1F,email,email_sent,,,,,,anonymous,False
EVT_DFAE7666,CUST_90355462,2026-03-29T11:23:51.625111+00:00,DEV_1D721F89,email,email_sent,,,,,,anonymous,False
EVT_D5D52E19,CUST_0EE83A44,2026-03-29T11:23:51.625111+00:00,DEV_23983544,website,session_start,,,,132.0,,anonymous,False
EVT_CEF21526,CUST_F6B94B37,2026-03-29T11:23:51.625111+00:00,DEV_7A430DE6,email,email_sent,,,,,,anonymous,False
EVT_8C24D18F,CUST_4B8AA7C9,2026-03-29T11:23:51.625111+00:00,DEV_B07BC3B1,website,session_start,,,,153.0,,anonymous,False
EVT_6DC4B238,CUST_84C827DA,2026-03-29T11:23:51.625111+00:00,DEV_51C2C158,website,session_start,,,,126.0,,anonymous,False
EVT_EEB75A2D,CUST_97CD1252,2026-03-29T11:23:51.625111+00:00,DEV_8D382D68,website,session_start,,,,296.0,,anonymous,False
EVT_9CEEA846,CUST_C9697997,2026-03-29T11:23:51.625111+00:00,DEV_A0076017,website,session_start,,,,17.0,,anonymous,False
EVT_4201A54C,CUST_6B3B55D4,2026-03-29T11:23:51.625111+00:00,DEV_B1780D00,website,session_start,,,,262.0,,anonymous,False
EVT_4AA792E9,CUST_76F3CA16,2026-03-29T11:23:51.625111+00:00,DEV_44CE45FD,email,email_sent,,,,,,anonymous,False
EVT_AEF61F1E,CUST_6751D2C2,2026-03-29T11:23:51.625111+00:00,DEV_19E08746,website,session_start,,,,167.0,,anonymous,False
EVT_75B08E8C,CUST_AE5D913C,2026-03-29T11:24:51.625111+00:00,DEV_F10C85D8,email,email_sent,,,,,,anonymous,False
EVT_6C43B911,CUST_C9697997,2026-03-29T11:28:51.625111+00:00,DEV_A0076017,website,product_view,Beauty,PROD_368,253.16,,,anonymous,False
EVT_3A0B0576,CUST_31B02712,2026-03-29T11:28:51.625111+00:00,DEV_90742200,website,product_view,Books,PROD_278,99.5,,,anonymous,False
EVT_D89AACFB,CUST_6B3B55D4,2026-03-29T11:30:51.625111+00:00,DEV_B1780D00,website,product_view,Books,PROD_290,223.63,,,anonymous,False
EVT_953969BD,CUST_877C104A,2026-03-29T11:31:51.625111+00:00,DEV_5E380939,website,product_view,Books,PROD_952,209.51,,,anonymous,False
EVT_7F6771D9,CUST_8E0667CE,2026-03-29T11:35:51.625111+00:00,DEV_8FF7E9B6,email,email_sent,,,,,,anonymous,False
EVT_73613604,CUST_F3E2D497,2026-03-29T11:37:51.625111+00:00,DEV_D869D413,website,product_view,Fashion,PROD_923,256.5,,,anonymous,False
EVT_2DED8908,CUST_0EE83A44,2026-03-29T11:39:51.625111+00:00,DEV_23983544,website,product_view,Gaming,PROD_819,139.56,,,anonymous,False
EVT_BC44B4EB,CUST_0EE83A44,2026-03-29T11:42:51.625111+00:00,DEV_23983544,website,add_to_cart,Gaming,PROD_726,,,,cart_active,False
EVT_D45B89E2,CUST_66D6E841,2026-03-29T11:43:51.625111+00:00,DEV_68C1A360,website,product_view,Sports,PROD_574,390.47,,,anonymous,False
EVT_0347926D,CUST_AC45C3AC,2026-03-29T11:44:51.625111+00:00,DEV_6F4EE0B9,website,product_view,Books,PROD_368,11.05,,,anonymous,False
EVT_97F7B1ED,CUST_8ED17183,2026-03-29T11:44:51.625111+00:00,DEV_078D16E5,website,product_view,Home & Garden,PROD_401,335.14,,,anonymous,False
EVT_5230E014,CUST_AE5D913C,2026-03-29T11:48:51.625111+00:00,DEV_F10C85D8,push,push_sent,,,,,,anonymous,False
EVT_512341A3,CUST_6B7F538D,2026-03-29T11:55:51.625111+00:00,DEV_5FA5C26E,email,email_sent,,,,,,anonymous,False
EVT_BBBE69FB,CUST_33540ED1,2026-03-29T11:55:51.625111+00:00,DEV_49F59F9A,email,email_sent,,,,,,anonymous,False
EVT_294BBD2D,CUST_E2391426,2026-03-29T11:58:51.625111+00:00,DEV_DCB99A43,website,product_view,Beauty,PROD_761,16.82,,,anonymous,False
EVT_F8DA34C7,CUST_66D6E841,2026-03-29T12:00:51.625111+00:00,DEV_68C1A360,website,add_to_cart,Sports,PROD_965,,,,cart_active,False
EVT_604E30B1,CUST_269B407E,2026-03-29T12:01:51.625111+00:00,DEV_5E6F5A7B,website,product_view,Books,PROD_327,45.24,,,anonymous,False
EVT_C6C7179A,CUST_AC45C3AC,2026-03-29T12:02:51.625111+00:00,DEV_6F4EE0B9,website,product_view,Books,PROD_429,414.18,,,anonymous,False
EVT_8A9A4EF0,CUST_E2391426,2026-03-29T12:03:51.625111+00:00,DEV_DCB99A43,website,product_view,Beauty,PROD_686,388.19,,,anonymous,False
EVT_8DA3EC9B,CUST_CCF4473E,2026-03-29T12:16:51.625111+00:00,DEV_35BFD90F,email,email_sent,,,,,,anonymous,False
EVT_FEAF7ED7,CUST_912094DF,2026-03-29T12:18:51.625111+00:00,DEV_C346C319,website,product_view,Home & Garden,PROD_658,158.06,,,anonymous,False
EVT_E26E020C,CUST_EFB1E232,2026-03-29T12:18:51.625111+00:00,DEV_5C84A7FF,email,email_sent,,,,,,anonymous,False
EVT_B11959DF,CUST_31B02712,2026-03-29T12:18:51.625111+00:00,DEV_90742200,website,product_view,Books,PROD_367,249.78,,,anonymous,False
EVT_B9EC5D18,CUST_67EE3FB6,2026-03-29T12:20:51.625111+00:00,DEV_BACC9BD8,email,email_sent,,,,,,anonymous,False
EVT_61E2DFE7,CUST_6B3B55D4,2026-03-29T12:24:51.625111+00:00,DEV_B1780D00,website,add_to_cart,Books,PROD_110,,,,cart_active,False
EVT_CA8FA454,CUST_F6B94B37,2026-03-29T12:25:51.625111+00:00,DEV_7A430DE6,email,email_sent,,,,,,anonymous,False
EVT_B627D588,CUST_7DABD08A,2026-03-29T12:26:51.625111+00:00,DEV_6582B097,website,product_view,Gaming,PROD_834,197.45,,,anonymous,False
EVT_B8619310,CUST_C77883ED,2026-03-29T12:27:51.625111+00:00,DEV_E76001A5,website,product_view,Gaming,PROD_694,32.3,,,anonymous,False
EVT_92A6B7D0,CUST_8E0667CE,2026-03-29T12:34:51.625111+00:00,DEV_8FF7E9B6,push,push_sent,,,,,,anonymous,False
EVT_4C8B6882,CUST_9C916C23,2026-03-29T12:35:51.625111+00:00,DEV_2364C381,website,product_view,Home & Garden,PROD_673,269.34,,,anonymous,False
EVT_A20AFB9D,CUST_CABDE95A,2026-03-29T12:36:51.625111+00:00,DEV_5BC2901D,website,session_start,,,,294.0,,anonymous,False
EVT_2931867C,CUST_F3E2D497,2026-03-29T12:41:51.625111+00:00,DEV_D869D413,website,product_view,Fashion,PROD_667,397.29,,,anonymous,False
EVT_6C04F8A4,CUST_D665C471,2026-03-29T12:41:51.625111+00:00,DEV_DCBE198F,website,product_view,Gaming,PROD_962,191.65,,,anonymous,False
EVT_5AF8EA57,CUST_97CD1252,2026-03-29T12:43:51.625111+00:00,DEV_8D382D68,website,product_view,Electronics,PROD_106,125.35,,,anonymous,False
EVT_61BA9660,CUST_76F3CA16,2026-03-29T12:46:51.625111+00:00,DEV_44CE45FD,email,email_sent,,,,,,anonymous,False
EVT_B691B191,CUST_4B8AA7C9,2026-03-29T12:49:51.625111+00:00,DEV_B07BC3B1,website,product_view,Sports,PROD_239,490.79,,,anonymous,False
EVT_F69FFE80,CUST_A14EE256,2026-03-29T12:53:51.625111+00:00,DEV_BB43062C,email,email_sent,,,,,,anonymous,False
EVT_2C741F07,CUST_729BBAFC,2026-03-29T12:55:51.625111+00:00,DEV_CE4091B8,website,product_view,Other,PROD_169,406.22,,,anonymous,False
EVT_FDEB4C74,CUST_877C104A,2026-03-29T12:56:51.625111+00:00,DEV_5E380939,website,add_to_cart,Books,PROD_104,,,,cart_active,False
EVT_774F9527,CUST_66D6E841,2026-03-29T12:56:51.625111+00:00,DEV_68C1A360,website,cart_abandon,,,,,,cart_abandoned,False
EVT_464BC81E,CUST_90355462,2026-03-29T12:58:51.625111+00:00,DEV_1D721F89,email,email_sent,,,,,,anonymous,False
EVT_46ED857A,CUST_C9697997,2026-03-29T12:58:51.625111+00:00,DEV_A0076017,website,product_view,Beauty,PROD_824,56.63,,,anonymous,False
EVT_11B59D71,CUST_33540ED1,2026-03-29T12:58:51.625111+00:00,DEV_49F59F9A,push,push_sent,,,,,,anonymous,False
EVT_7912E55C,CUST_29F2B405,2026-03-29T12:58:51.625111+00:00,DEV_93C189C5,email,email_sent,,,,,,anonymous,False
EVT_F519ADDF,CUST_97CD1252,2026-03-29T13:01:51.625111+00:00,DEV_8D382D68,website,add_to_cart,Electronics,PROD_810,,,,cart_active,False
EVT_B8DC1524,CUST_C17B01C9,2026-03-29T13:04:51.625111+00:00,DEV_C3C2FFBA,website,product_view,Gaming,PROD_702,333.68,,,anonymous,False
EVT_7522624D,CUST_F6B94B37,2026-03-29T13:06:51.625111+00:00,DEV_7A430DE6,push,push_sent,,,,,,anonymous,False
EVT_3E3F918D,CUST_9C916C23,2026-03-29T13:06:51.625111+00:00,DEV_2364C381,website,add_to_cart,Home & Garden,PROD_858,,,,cart_active,False
EVT_E806FADE,CUST_97CD1252,2026-03-29T13:09:51.625111+00:00,DEV_8D382D68,website,cart_abandon,,,,,,cart_abandoned,False
EVT_67D0D07C,CUST_0EE83A44,2026-03-29T13:10:51.625111+00:00,DEV_23983544,website,cart_abandon,,,,,,cart_abandoned,False
EVT_1D087236,CUST_6751D2C2,2026-03-29T13:10:51.625111+00:00,DEV_19E08746,website,product_view,Sports,PROD_434,287.22,,,anonymous,False
EVT_C486ACDE,CUST_ED884268,2026-03-29T13:13:51.625111+00:00,DEV_4A2E8A1F,email,email_sent,,,,,,anonymous,False
EVT_47862612,CUST_84C827DA,2026-03-29T13:13:51.625111+00:00,DEV_51C2C158,website,product_view,Electronics,PROD_193,352.09,,,anonymous,False
EVT_04988695,CUST_646349C1,2026-03-29T13:13:51.625111+00:00,DEV_064D9DFD,website,product_view,Electronics,PROD_834,388.86,,,anonymous,False
EVT_4E39AD9D,CUST_C17B01C9,2026-03-29T13:14:51.625111+00:00,DEV_C3C2FFBA,website,add_to_cart,Gaming,PROD_712,,,,cart_active,False
EVT_ACFC691A,CUST_C17B01C9,2026-03-29T13:20:51.625111+00:00,DEV_C3C2FFBA,website,cart_abandon,,,,,,cart_abandoned,False
EVT_3E9D5F2D,CUST_6B7F538D,2026-03-29T13:21:51.625111+00:00,DEV_5FA5C26E,push,push_sent,,,,,,anonymous,False
EVT_4B850BEF,CUST_8ED17183,2026-03-29T13:28:51.625111+00:00,DEV_078D16E5,website,product_view,Home & Garden,PROD_893,204.58,,,anonymous,False
EVT_6F0FA348,CUST_729BBAFC,2026-03-29T13:31:51.625111+00:00,DEV_CE4091B8,website,product_view,Beauty,PROD_695,254.17,,,anonymous,False
EVT_A6725019,CUST_67EE3FB6,2026-03-29T13:34:51.625111+00:00,DEV_BACC9BD8,push,push_sent,,,,,,anonymous,False
EVT_A73E98B2,CUST_7DABD08A,2026-03-29T13:36:51.625111+00:00,DEV_6582B097,website,add_to_cart,Gaming,PROD_212,,,,cart_active,False
EVT_2DE19A09,CUST_EE839A5D,2026-03-29T13:40:51.625111+00:00,DEV_4F9B0B13,website,session_start,,,,269.0,,anonymous,False
EVT_24B1FFBD,CUST_C9697997,2026-03-29T13:40:51.625111+00:00,DEV_A0076017,website,add_to_cart,Beauty,PROD_343,,,,cart_active,False
EVT_668E1F4C,CUST_F5094D5F,2026-03-29T13:41:51.625111+00:00,DEV_46A36B8B,website,session_start,,,,70.0,,anonymous,False
EVT_BE058E33,CUST_269B407E,2026-03-29T13:42:51.625111+00:00,DEV_5E6F5A7B,website,add_to_cart,Books,PROD_652,,,,cart_active,False
EVT_32760B39,CUST_76F3CA16,2026-03-29T13:42:51.625111+00:00,DEV_44CE45FD,push,push_sent,,,,,,anonymous,False
EVT_F547D2B9,CUST_CCF4473E,2026-03-29T13:42:51.625111+00:00,DEV_35BFD90F,push,push_sent,,,,,,anonymous,False
EVT_DCDD9C0D,CUST_29F2B405,2026-03-29T13:47:51.625111+00:00,DEV_93C189C5,push,push_sent,,,,,,anonymous,False
EVT_F3310719,CUST_6B7F538D,2026-03-29T13:48:51.625111+00:00,DEV_5FA5C26E,website,unsubscribe,,,,,,anonymous,False
EVT_EB22DD8B,CUST_E2391426,2026-03-29T13:48:51.625111+00:00,DEV_DCB99A43,website,add_to_cart,Beauty,PROD_805,,,,cart_active,False
EVT_50D18A74,CUST_7A39BAA4,2026-03-29T13:49:51.625111+00:00,DEV_E4E68275,email,email_sent,,,,,,anonymous,False
EVT_E5A7460F,CUST_84C827DA,2026-03-29T13:51:51.625111+00:00,DEV_51C2C158,website,add_to_cart,Electronics,PROD_921,,,,cart_active,False
EVT_0957D95E,CUST_912094DF,2026-03-29T13:52:51.625111+00:00,DEV_C346C319,website,add_to_cart,Home & Garden,PROD_717,,,,cart_active,False
EVT_1896CCCD,CUST_F5094D5F,2026-03-29T13:54:51.625111+00:00,DEV_46A36B8B,website,product_view,Home & Garden,PROD_292,152.18,,,anonymous,False
EVT_8BE65182,CUST_9C916C23,2026-03-29T13:54:51.625111+00:00,DEV_2364C381,website,cart_abandon,,,,,,cart_abandoned,False
EVT_D4364D16,CUST_EFB1E232,2026-03-29T13:55:51.625111+00:00,DEV_5C84A7FF,push,push_sent,,,,,,anonymous,False
EVT_3A4361E4,CUST_269B407E,2026-03-29T13:58:51.625111+00:00,DEV_5E6F5A7B,website,cart_abandon,,,,,,cart_abandoned,False
EVT_BEACB3BF,CUST_7DABD08A,2026-03-29T14:00:51.625111+00:00,DEV_6582B097,website,cart_abandon,,,,,,cart_abandoned,False
EVT_31C19778,CUST_4B8AA7C9,2026-03-29T14:04:51.625111+00:00,DEV_B07BC3B1,website,add_to_cart,Sports,PROD_361,,,,cart_active,False
EVT_24CB5B13,CUST_C17B01C9,2026-03-29T14:05:51.625111+00:00,DEV_C3C2FFBA,whatsapp,whatsapp_click,,,,,,cart_abandoned,False
EVT_BDE1641E,CUST_877C104A,2026-03-29T14:08:51.625111+00:00,DEV_5E380939,website,cart_abandon,,,,,,cart_abandoned,False
EVT_2E238C24,CUST_6B3B55D4,2026-03-29T14:09:51.625111+00:00,DEV_B1780D00,website,cart_abandon,,,,,,cart_abandoned,False
EVT_7049BA18,CUST_03A41A1A,2026-03-29T14:09:51.625111+00:00,DEV_BE27FD4A,email,email_sent,,,,,,anonymous,False
