customer_id,intent_score,churn_risk,fatigue_score,product_views,cart_count,abandonments,cart_value,journey_stage,preferred_channel,active_hour,days_since_last_purchase,conversion_probability,converted
CUST_8F64453D,100,42.0,10,9,5,1,0.0,High Intent,sms,Night,77.0,0.728,True
CUST_4B2F1384,10,70.0,100,0,0,0,0.0,Churn Risk,push,Afternoon,,0.0,False
CUST_D91D0369,90,92.0,10,4,4,4,0.0,Cart Active,push,Night,,0.618,False
CUST_71A2934A,100,82.0,10,3,3,3,0.0,High Intent,whatsapp,Afternoon,23.0,0.688,True
CUST_FB2D4E5B,100,100.0,10,5,5,5,0.0,Loyal,push,Night,37.0,0.67,True
CUST_CD59B969,80,70.0,0,2,2,2,0.0,Interested,push,Night,59.0,0.61,True
CUST_34F50D39,55,62.0,10,6,1,1,0.0,Anonymous,whatsapp,Morning,,0.438,False
CUST_CEDB7614,100,90.0,0,4,4,4,0.0,Interested,push,Morning,66.0,0.71,True
CUST_6703F9EC,50,72.0,10,2,2,2,0.0,Cart Active,email,Evening,,0.398,False
CUST_E7FDF8E3,60,52.0,10,10,0,0,0.0,Anonymous,sms,Morning,,0.478,False
CUST_B3CC624F,100,87.0,10,6,5,4,0.0,Loyal,push,Evening,27.0,0.683,True
CUST_13BCF28C,10,70.0,100,0,0,0,0.0,Churn Risk,email,Morning,,0.0,False
CUST_8356E3B7,65,47.0,10,2,1,0,0.0,High Intent,whatsapp,Afternoon,82.0,0.513,True
CUST_9FEEEC4A,10,61.0,55,0,0,0,0.0,Dormant,push,Morning,,0.034,False
CUST_852D59DB,65,47.0,10,2,1,0,0.0,High Intent,whatsapp,Afternoon,60.0,0.513,True
CUST_ED659A81,45,62.0,10,4,1,1,0.0,Browsing,whatsapp,Afternoon,,0.378,False
CUST_A618E3BA,60,60.0,0,1,1,1,0.0,Cart Active,email,Evening,39.0,0.5,True
CUST_FA778FB9,20,52.0,10,2,0,0,0.0,Anonymous,whatsapp,Afternoon,,0.238,False
CUST_48BD7B88,40,52.0,10,6,0,0,0.0,Browsing,whatsapp,Afternoon,,0.358,False
CUST_16ACD0C6,10,70.0,100,0,0,0,0.0,Churn Risk,whatsapp,Morning,,0.0,False
CUST_37EB011F,40,52.0,10,6,0,0,0.0,Anonymous,push,Morning,,0.358,False
CUST_88F1E24C,10,61.0,55,0,0,0,0.0,Churn Risk,email,Night,,0.034,False
CUST_C92AD391,100,77.0,10,5,4,3,0.0,Loyal,email,Evening,54.0,0.693,True
CUST_D95E4ED6,30,62.0,10,1,1,1,0.0,Interested,sms,Night,,0.288,False
CUST_A9E98AE2,60,52.0,10,10,0,0,0.0,Browsing,push,Afternoon,,0.478,False
CUST_060BDD16,10,70.0,100,0,0,0,0.0,Churn Risk,push,Morning,,0.0,False
CUST_D11AA116,30,62.0,10,1,1,1,0.0,Interested,whatsapp,Morning,,0.288,False
CUST_CCAC32CA,35,62.0,10,2,1,1,0.0,Anonymous,email,Afternoon,,0.318,False
CUST_AC9B2E3E,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Morning,,0.0,False
CUST_7F8ED2EF,40,52.0,10,6,0,0,0.0,Anonymous,sms,Morning,,0.358,False
CUST_A778788F,100,80.0,0,3,3,3,0.0,Interested,push,Morning,71.0,0.72,True
CUST_630EA12D,60,62.0,10,1,1,1,0.0,High Intent,push,Morning,3.0,0.838,True
CUST_844A74FA,100,80.0,0,3,3,3,0.0,Cart Active,sms,Evening,20.0,0.72,True
CUST_5EA551EB,100,80.0,0,3,3,3,0.0,Interested,whatsapp,Night,68.0,0.72,True
CUST_C7B4B9BD,40,52.0,10,6,0,0,0.0,Browsing,whatsapp,Morning,,0.358,False
CUST_17A20F69,100,100.0,0,5,5,5,0.0,Interested,email,Morning,7.0,0.7,True
CUST_555700B4,10,70.0,100,0,0,0,0.0,Dormant,push,Night,,0.0,False
CUST_259657D3,10,70.0,100,0,0,0,0.0,Dormant,sms,Afternoon,,0.0,False
CUST_64ECE7EE,10,70.0,100,0,0,0,0.0,Churn Risk,email,Evening,,0.0,False
CUST_357B8D04,20,52.0,10,2,0,0,0.0,Browsing,email,Evening,,0.238,False
CUST_D3C96A5E,100,80.0,0,3,3,3,0.0,Interested,push,Afternoon,58.0,0.72,True
CUST_DCF1FC29,20,52.0,10,2,0,0,0.0,Browsing,email,Evening,,0.238,False
CUST_4E07FA68,80,70.0,0,2,2,2,0.0,Interested,whatsapp,Afternoon,48.0,0.61,True
CUST_6610877B,90,92.0,10,4,4,4,0.0,Cart Active,sms,Evening,,0.618,False
CUST_CDE020CE,30,62.0,10,1,1,1,0.0,Cart Active,push,Night,,0.288,False
CUST_6633CBAE,100,100.0,0,5,5,5,0.0,Cart Active,sms,Morning,96.0,0.7,True
CUST_2C34128B,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Evening,,0.0,False
CUST_7A39BAA4,10,70.0,100,0,0,0,0.0,Dormant,push,Evening,,0.0,False
CUST_AA3A1862,55,62.0,10,6,1,1,0.0,Browsing,push,Morning,,0.438,False
CUST_CC054EE0,30,62.0,10,1,1,1,0.0,Interested,email,Afternoon,,0.288,False
CUST_37055F28,10,70.0,100,0,0,0,0.0,Churn Risk,push,Morning,,0.0,False
CUST_06B32EE5,100,52.0,10,5,3,1,0.0,High Intent,push,Night,20.0,0.718,True
CUST_65E04417,90,72.0,10,10,2,2,0.0,Anonymous,push,Evening,,0.638,False
CUST_E6D7B89B,10,70.0,100,0,0,0,0.0,Churn Risk,email,Night,,0.0,False
CUST_270F74DF,30,52.0,10,4,0,0,0.0,Browsing,push,Morning,,0.298,False
CUST_910181D2,10,70.0,100,0,0,0,0.0,Churn Risk,whatsapp,Morning,,0.0,False
CUST_6301D9F7,100,90.0,0,4,4,4,0.0,Interested,whatsapp,Afternoon,69.0,0.71,True
CUST_A33A37D8,20,52.0,10,2,0,0,0.0,Browsing,whatsapp,Morning,,0.238,False
CUST_8F84B196,100,80.0,0,3,3,3,0.0,Interested,email,Morning,78.0,0.72,True
CUST_9C39A1BB,85,57.0,10,3,2,1,0.0,Loyal,whatsapp,Morning,59.0,0.623,True
CUST_4A5C1BEB,100,90.0,0,4,4,4,0.0,Interested,whatsapp,Morning,76.0,0.71,True
CUST_90CC98DA,100,62.0,10,6,4,2,0.0,Loyal,sms,Night,56.0,0.708,True
CUST_D3620381,30,62.0,10,1,1,1,0.0,Interested,push,Afternoon,,0.288,False
CUST_B13B4F5E,100,100.0,0,5,5,5,0.0,Cart Active,email,Evening,49.0,0.7,True
CUST_78C3C998,30,52.0,10,4,0,0,0.0,Browsing,push,Night,,0.298,False
CUST_4F73EDFF,80,70.0,0,2,2,2,0.0,Cart Active,push,Evening,72.0,0.61,True
CUST_CABDE95A,80,70.0,0,2,2,2,0.0,Interested,whatsapp,Evening,86.0,0.61,True
CUST_8290A620,50,52.0,10,8,0,0,0.0,Anonymous,whatsapp,Morning,,0.418,False
CUST_5592D9DA,10,70.0,100,0,0,0,0.0,Churn Risk,whatsapp,Afternoon,,0.0,False
CUST_6080E2EB,80,70.0,0,2,2,2,0.0,Interested,sms,Evening,57.0,0.61,True
CUST_EFC80D26,70,82.0,10,3,3,3,0.0,Interested,whatsapp,Morning,,0.508,False
CUST_8A353FB6,90,42.0,10,4,2,0,0.0,High Intent,email,Afternoon,66.0,0.668,True
CUST_BBA98762,80,70.0,0,2,2,2,0.0,Cart Active,whatsapp,Morning,29.0,0.61,True
CUST_69E3C3BC,100,100.0,0,5,5,5,0.0,Interested,whatsapp,Night,53.0,0.7,True
CUST_0EBA4300,30,62.0,10,1,1,1,0.0,Cart Active,whatsapp,Afternoon,,0.288,False
CUST_2DCC9A50,100,67.0,10,4,3,2,0.0,Loyal,push,Afternoon,37.0,0.703,True
CUST_0969A929,50,72.0,10,2,2,2,0.0,Interested,push,Evening,,0.398,False
CUST_63815039,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Afternoon,,0.0,False
CUST_4490EE8E,75,62.0,10,10,1,1,0.0,Anonymous,email,Afternoon,,0.558,False
CUST_9D23F007,100,57.0,10,8,5,2,0.0,Loyal,push,Evening,13.0,0.713,True
CUST_F1C77A66,100,52.0,10,5,3,1,0.0,High Intent,email,Afternoon,90.0,0.718,True
CUST_2CEA878B,20,52.0,10,2,0,0,0.0,Browsing,push,Evening,,0.238,False
CUST_587AD8A4,100,80.0,0,3,3,3,0.0,Interested,push,Night,3.0,0.72,True
CUST_B43BDCE6,30,62.0,10,1,1,1,0.0,Interested,email,Evening,,0.288,False
CUST_4E9B31C7,30,62.0,10,1,1,1,0.0,Cart Active,whatsapp,Evening,,0.288,False
CUST_FE06D134,10,61.0,55,0,0,0,0.0,Churn Risk,push,Evening,,0.034,False
CUST_ADB57CAD,100,100.0,0,5,5,5,0.0,Interested,email,Evening,78.0,0.7,True
CUST_D973F35F,100,90.0,0,4,4,4,0.0,Cart Active,sms,Afternoon,6.0,0.71,True
CUST_86A609C6,85,57.0,10,3,2,1,0.0,Loyal,email,Evening,68.0,0.623,True
CUST_57541408,10,70.0,100,0,0,0,0.0,Churn Risk,whatsapp,Afternoon,,0.0,False
CUST_647F8747,30,52.0,10,4,0,0,0.0,Anonymous,sms,Night,,0.298,False
CUST_C4A8005E,30,52.0,10,4,0,0,0.0,Browsing,push,Night,,0.298,False
CUST_0AD2B348,90,92.0,10,4,4,4,0.0,Cart Active,email,Morning,,0.618,False
CUST_18CE6EE9,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Night,,0.0,False
CUST_D5C2AF50,45,62.0,10,4,1,1,0.0,Browsing,whatsapp,Afternoon,,0.378,False
CUST_CB85A64B,100,80.0,0,3,3,3,0.0,Cart Active,sms,Evening,91.0,0.72,True
CUST_DD199304,10,70.0,100,0,0,0,0.0,Dormant,email,Evening,,0.0,False
CUST_5382FC8A,30,52.0,10,4,0,0,0.0,Browsing,email,Afternoon,,0.298,False
CUST_131DA56E,90,92.0,10,4,4,4,0.0,Cart Active,whatsapp,Evening,,0.618,False
CUST_770B623C,10,70.0,100,0,0,0,0.0,Churn Risk,sms,Morning,,0.0,False
CUST_0E180EA4,10,70.0,100,0,0,0,0.0,Churn Risk,email,Evening,,0.0,False
CUST_3BD1BFA6,80,72.0,10,8,2,2,0.0,Anonymous,email,Evening,,0.578,False
CUST_0947CD11,30,62.0,10,1,1,1,0.0,Cart Active,sms,Morning,,0.288,False
CUST_716F42AB,100,62.0,10,6,4,2,0.0,High Intent,email,Afternoon,44.0,0.708,True
CUST_C143D2F6,100,77.0,10,5,4,3,0.0,High Intent,email,Afternoon,76.0,0.693,True
CUST_56993D8E,80,72.0,10,2,2,2,0.0,Loyal,sms,Night,76.0,0.578,True
CUST_A7E53581,10,61.0,55,0,0,0,0.0,Dormant,email,Afternoon,,0.034,False
CUST_9CB02BCF,100,77.0,10,5,4,3,0.0,Loyal,whatsapp,Morning,70.0,0.693,True
CUST_503BE15D,80,72.0,10,2,2,2,0.0,High Intent,push,Afternoon,80.0,0.578,True
CUST_C2207C2D,100,80.0,0,3,3,3,0.0,Cart Active,sms,Afternoon,70.0,0.72,True
CUST_02424CE3,80,70.0,0,2,2,2,0.0,Cart Active,sms,Afternoon,80.0,0.61,True
CUST_1FF0F4B8,60,62.0,10,1,1,1,0.0,High Intent,sms,Morning,95.0,0.6802,True
CUST_0B5ABC6D,40,52.0,10,6,0,0,0.0,Browsing,whatsapp,Night,,0.358,False
CUST_184CC8F1,85,57.0,10,3,2,1,0.0,Loyal,whatsapp,Night,48.0,0.623,True
CUST_E4B13E8F,20,52.0,10,2,0,0,0.0,Anonymous,whatsapp,Morning,,0.238,False
CUST_81CA5D16,10,70.0,100,0,0,0,0.0,Dormant,push,Evening,,0.0,False
CUST_83645FC6,100,52.0,10,5,3,1,0.0,Loyal,whatsapp,Night,13.0,0.718,True
CUST_6E5A12E9,60,62.0,10,1,1,1,0.0,Loyal,sms,Morning,36.0,0.78,True
CUST_AC41ECF3,10,70.0,100,0,0,0,0.0,Churn Risk,email,Evening,,0.0,False
CUST_3683D49C,65,62.0,10,8,1,1,0.0,Anonymous,email,Afternoon,,0.498,False
CUST_9AC92005,100,72.0,10,7,5,3,0.0,Loyal,whatsapp,Afternoon,84.0,0.698,True
CUST_36D8E45F,30,52.0,10,4,0,0,0.0,Anonymous,email,Night,,0.298,False
CUST_741B6B68,20,52.0,10,2,0,0,0.0,Browsing,sms,Night,,0.238,False
CUST_28C10C94,80,72.0,10,2,2,2,0.0,Loyal,email,Night,24.0,0.578,True
CUST_6E27F854,50,52.0,10,8,0,0,0.0,Anonymous,whatsapp,Afternoon,,0.418,False
CUST_999FE051,100,62.0,10,6,4,2,0.0,Loyal,push,Evening,52.0,0.708,True
CUST_EFDB19CD,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Afternoon,,0.0,False
CUST_83469F4C,30,52.0,10,4,0,0,0.0,Browsing,push,Evening,,0.298,False
CUST_C71AE6AD,65,47.0,10,2,1,0,0.0,Loyal,whatsapp,Afternoon,44.0,0.513,True
CUST_34A39B77,100,100.0,0,5,5,5,0.0,Cart Active,push,Night,10.0,0.7,True
CUST_C8E4870F,100,100.0,10,5,5,5,0.0,High Intent,push,Afternoon,1.0,0.67,True
CUST_A945F7C3,100,52.0,10,5,3,1,0.0,Loyal,whatsapp,Morning,79.0,0.718,True
CUST_9A972779,60,62.0,10,1,1,1,0.0,Loyal,whatsapp,Evening,39.0,0.6087,True
CUST_3B7AAABC,10,70.0,100,0,0,0,0.0,Dormant,push,Morning,,0.0,False
CUST_67C3AF77,100,67.0,10,4,3,2,0.0,High Intent,sms,Night,32.0,0.703,True
CUST_8861184D,35,62.0,10,2,1,1,0.0,Browsing,push,Night,,0.318,False
CUST_06A239D3,20,52.0,10,2,0,0,0.0,Browsing,whatsapp,Afternoon,,0.238,False
CUST_1BD16710,50,52.0,10,8,0,0,0.0,Anonymous,whatsapp,Afternoon,,0.418,False
CUST_912094DF,100,62.0,10,6,4,2,0.0,High Intent,whatsapp,Evening,85.0,0.708,True
CUST_3F1908FF,100,87.0,10,6,5,4,0.0,High Intent,whatsapp,Afternoon,67.0,0.683,True
CUST_EEB6C2C2,100,32.0,10,8,4,0,0.0,High Intent,push,Afternoon,63.0,0.738,True
CUST_94DE09B8,20,52.0,10,2,0,0,0.0,Browsing,email,Afternoon,,0.238,False
CUST_89EA70FF,65,62.0,10,8,1,1,0.0,Anonymous,whatsapp,Morning,,0.498,False
CUST_5F83A21D,100,80.0,0,3,3,3,0.0,Cart Active,sms,Afternoon,8.0,0.72,True
CUST_18AA4492,85,57.0,10,3,2,1,0.0,Loyal,sms,Night,90.0,0.623,True
CUST_027164B3,20,52.0,10,2,0,0,0.0,Anonymous,whatsapp,Morning,,0.238,False
CUST_0AD94D28,40,52.0,10,6,0,0,0.0,Anonymous,push,Afternoon,,0.358,False
CUST_31B02712,50,52.0,10,8,0,0,0.0,Browsing,email,Morning,,0.418,False
CUST_AC95571E,50,52.0,10,8,0,0,0.0,Browsing,push,Night,,0.418,False
CUST_65901553,10,70.0,100,0,0,0,0.0,Churn Risk,whatsapp,Evening,,0.0,False
CUST_8E8B796A,100,77.0,10,5,4,3,0.0,High Intent,email,Night,44.0,0.693,True
CUST_7B473553,65,62.0,10,8,1,1,0.0,Browsing,whatsapp,Evening,,0.498,False
CUST_9140D68A,30,62.0,10,1,1,1,0.0,Cart Active,email,Morning,,0.288,False
CUST_0F053F77,30,52.0,10,4,0,0,0.0,Browsing,email,Evening,,0.298,False
CUST_8D250AB2,100,67.0,10,4,3,2,0.0,High Intent,sms,Afternoon,18.0,0.703,True
CUST_76F3CA16,10,70.0,100,0,0,0,0.0,Dormant,email,Morning,,0.0,False
CUST_8D1EC76F,40,52.0,10,6,0,0,0.0,Browsing,whatsapp,Morning,,0.358,False
CUST_19C3FD37,30,52.0,10,4,0,0,0.0,Anonymous,email,Afternoon,,0.298,False
CUST_4E59CDC9,100,77.0,10,5,4,3,0.0,Loyal,push,Morning,40.0,0.693,True
CUST_E3CC687C,100,100.0,0,5,5,5,0.0,Interested,email,Afternoon,36.0,0.7,True
CUST_895195FE,100,62.0,10,6,4,2,0.0,High Intent,whatsapp,Afternoon,43.0,0.708,True
CUST_52A467A1,10,61.0,55,0,0,0,0.0,Dormant,sms,Night,,0.034,False
CUST_895A3F9D,100,80.0,0,3,3,3,0.0,Cart Active,push,Afternoon,15.0,0.72,True
CUST_D8C3AB84,40,52.0,10,6,0,0,0.0,Browsing,whatsapp,Evening,,0.358,False
CUST_F32E13E7,100,92.0,10,4,4,4,0.0,High Intent,email,Morning,89.0,0.678,True
CUST_68E73F1D,90,72.0,10,10,2,2,0.0,Browsing,whatsapp,Afternoon,,0.638,False
CUST_3221BDA7,100,57.0,10,8,5,2,0.0,High Intent,whatsapp,Night,36.0,0.713,True
CUST_2CF59DB9,10,61.0,55,0,0,0,0.0,Churn Risk,email,Night,,0.034,False
CUST_7A473C6F,100,80.0,0,3,3,3,0.0,Cart Active,push,Evening,81.0,0.72,True
CUST_BC076D08,100,62.0,10,6,4,2,0.0,Loyal,whatsapp,Afternoon,58.0,0.708,True
CUST_13B3C39B,45,62.0,10,4,1,1,0.0,Browsing,sms,Evening,,0.378,False
CUST_F399372B,10,70.0,100,0,0,0,0.0,Dormant,email,Morning,,0.0,False
CUST_2C04A290,90,72.0,10,10,2,2,0.0,Anonymous,email,Afternoon,,0.638,False
CUST_8512043B,60,60.0,0,1,1,1,0.0,Cart Active,push,Afternoon,71.0,0.5,True
CUST_BE0BE98D,10,61.0,55,0,0,0,0.0,Dormant,sms,Night,,0.034,False
CUST_D385C01E,30,52.0,10,4,0,0,0.0,Browsing,sms,Evening,,0.298,False
CUST_BEDEB4E5,10,61.0,55,0,0,0,0.0,Dormant,email,Afternoon,,0.034,False
CUST_9A338CD0,70,82.0,10,3,3,3,0.0,Interested,email,Evening,,0.508,False
CUST_1E67221C,80,70.0,0,2,2,2,0.0,Interested,whatsapp,Evening,11.0,0.61,True
CUST_0CD60EBD,30,52.0,10,4,0,0,0.0,Anonymous,sms,Evening,,0.298,False
CUST_92F17E3F,10,61.0,55,0,0,0,0.0,Dormant,whatsapp,Evening,,0.034,False
CUST_6F9E2418,30,52.0,10,4,0,0,0.0,Browsing,sms,Night,,0.298,False
CUST_0FF13127,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Morning,,0.0,False
CUST_BB285F7A,100,100.0,10,5,5,5,0.0,High Intent,whatsapp,Morning,27.0,0.67,True
CUST_7EABA16F,55,62.0,10,6,1,1,0.0,Browsing,whatsapp,Evening,,0.438,False
CUST_B46F4923,30,62.0,10,1,1,1,0.0,Interested,email,Evening,,0.288,False
CUST_93700F09,100,100.0,0,5,5,5,0.0,Cart Active,whatsapp,Morning,53.0,0.7,True
CUST_72B6D10E,100,90.0,0,4,4,4,0.0,Cart Active,whatsapp,Night,19.0,0.71,True
CUST_A54C9E5A,65,47.0,10,2,1,0,0.0,High Intent,email,Evening,44.0,0.513,True
CUST_BCF213F1,100,100.0,10,5,5,5,0.0,Cart Active,email,Morning,,0.67,False
CUST_FB4910A7,10,61.0,55,0,0,0,0.0,Churn Risk,push,Evening,,0.034,False
CUST_4C60FF11,10,70.0,100,0,0,0,0.0,Dormant,push,Evening,,0.0,False
CUST_5FAF1C12,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Afternoon,,0.0,False
CUST_79A602ED,100,62.0,10,6,4,2,0.0,High Intent,sms,Afternoon,75.0,0.708,True
CUST_A1727E54,30,62.0,10,1,1,1,0.0,Cart Active,whatsapp,Morning,,0.288,False
CUST_A163EAC7,10,70.0,100,0,0,0,0.0,Churn Risk,whatsapp,Night,,0.0,False
CUST_407E42A5,85,57.0,10,3,2,1,0.0,Loyal,email,Afternoon,43.0,0.623,True
CUST_80D7E8E6,100,80.0,0,3,3,3,0.0,Interested,email,Afternoon,15.0,0.72,True
CUST_F0508F34,65,62.0,10,8,1,1,0.0,Browsing,whatsapp,Night,,0.498,False
CUST_65C588C7,10,70.0,100,0,0,0,0.0,Churn Risk,push,Evening,,0.0,False
CUST_115F567A,60,60.0,0,1,1,1,0.0,Cart Active,sms,Evening,44.0,0.5,True
CUST_11809A6B,100,87.0,10,6,5,4,0.0,High Intent,push,Morning,67.0,0.683,True
CUST_30A63D4E,90,72.0,10,10,2,2,0.0,Browsing,whatsapp,Afternoon,,0.638,False
CUST_6C0C3F65,30,62.0,10,1,1,1,0.0,Cart Active,whatsapp,Night,,0.288,False
CUST_490CCB49,80,72.0,10,8,2,2,0.0,Browsing,whatsapp,Morning,,0.578,False
CUST_E1598B61,100,87.0,10,6,5,4,0.0,High Intent,push,Afternoon,76.0,0.683,True
CUST_0F7F15A2,10,70.0,100,0,0,0,0.0,Churn Risk,sms,Morning,,0.0,False
CUST_9D644E2B,10,61.0,55,0,0,0,0.0,Churn Risk,whatsapp,Afternoon,,0.034,False
CUST_D6F45E2B,10,70.0,100,0,0,0,0.0,Dormant,email,Morning,,0.0,False
CUST_5F316548,70,82.0,10,3,3,3,0.0,Interested,whatsapp,Night,,0.508,False
CUST_241A82E0,100,77.0,10,5,4,3,0.0,High Intent,email,Evening,55.0,0.693,True
CUST_C3A5792C,10,70.0,100,0,0,0,0.0,Dormant,email,Morning,,0.0,False
CUST_7F141E6F,85,57.0,10,3,2,1,0.0,Loyal,push,Morning,82.0,0.623,True
CUST_FAF701E5,85,57.0,10,3,2,1,0.0,High Intent,email,Evening,73.0,0.623,True
CUST_4BE3EA6F,10,70.0,100,0,0,0,0.0,Churn Risk,email,Night,,0.0,False
CUST_0BDEBB7F,100,82.0,10,3,3,3,0.0,Loyal,push,Night,21.0,0.688,True
CUST_E89782AF,55,62.0,10,6,1,1,0.0,Anonymous,sms,Evening,,0.438,False
CUST_3F240E7F,10,70.0,100,0,0,0,0.0,Churn Risk,sms,Night,,0.0,False
CUST_ED884268,10,61.0,55,0,0,0,0.0,Churn Risk,sms,Afternoon,,0.034,False
CUST_DF3740B2,100,100.0,0,5,5,5,0.0,Cart Active,sms,Afternoon,45.0,0.7,True
CUST_73A64B24,30,52.0,10,4,0,0,0.0,Browsing,email,Afternoon,,0.298,False
CUST_646349C1,100,57.0,10,8,5,2,0.0,High Intent,whatsapp,Morning,76.0,0.713,True
CUST_0838480F,30,52.0,10,4,0,0,0.0,Anonymous,whatsapp,Afternoon,,0.298,False
CUST_35DB462E,100,72.0,10,7,5,3,0.0,High Intent,whatsapp,Night,40.0,0.698,True
CUST_FBE3E53A,10,61.0,55,0,0,0,0.0,Dormant,sms,Evening,,0.034,False
CUST_A46748F6,10,70.0,100,0,0,0,0.0,Dormant,email,Evening,,0.0,False
CUST_F6B94B37,10,70.0,100,0,0,0,0.0,Dormant,push,Night,,0.0,False
CUST_6579F2EE,100,77.0,10,5,4,3,0.0,High Intent,sms,Night,40.0,0.693,True
CUST_BEF47812,100,67.0,10,4,3,2,0.0,High Intent,push,Night,78.0,0.703,True
CUST_E639AE8C,100,100.0,0,5,5,5,0.0,Cart Active,sms,Night,26.0,0.7,True
CUST_6E69BB46,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Evening,,0.0,False
CUST_269B407E,100,67.0,10,4,3,2,0.0,Loyal,push,Morning,98.0,0.703,True
CUST_60F782FD,100,62.0,10,6,4,2,0.0,High Intent,whatsapp,Afternoon,29.0,0.708,True
CUST_8EEBB8A3,100,52.0,10,5,3,1,0.0,High Intent,push,Evening,92.0,0.718,True
CUST_19E5CD10,10,70.0,100,0,0,0,0.0,Dormant,email,Afternoon,,0.0,False
CUST_B10F3870,30,52.0,10,4,0,0,0.0,Browsing,sms,Evening,,0.298,False
CUST_9BB9B538,100,100.0,0,5,5,5,0.0,Interested,whatsapp,Evening,81.0,0.7,True
CUST_7B3DBE5B,70,82.0,10,3,3,3,0.0,Cart Active,whatsapp,Evening,,0.508,False
CUST_E999A8A8,80,70.0,0,2,2,2,0.0,Interested,whatsapp,Night,30.0,0.61,True
CUST_07EB68F4,80,72.0,10,2,2,2,0.0,High Intent,email,Afternoon,29.0,0.578,True
CUST_A95B61CD,10,61.0,55,0,0,0,0.0,Churn Risk,push,Morning,,0.034,False
CUST_9CC313BA,30,62.0,10,1,1,1,0.0,Cart Active,whatsapp,Night,,0.288,False
CUST_6E792318,30,52.0,10,4,0,0,0.0,Anonymous,push,Night,,0.298,False
CUST_51AF6922,60,52.0,10,10,0,0,0.0,Anonymous,whatsapp,Night,,0.478,False
CUST_EB3B7A55,100,67.0,10,4,3,2,0.0,High Intent,whatsapp,Morning,73.0,0.703,True
CUST_34C5C6D7,10,61.0,55,0,0,0,0.0,Dormant,sms,Morning,,0.034,False
CUST_5A2098A2,100,37.0,10,6,3,0,0.0,Loyal,email,Night,65.0,0.733,True
CUST_5F862B40,100,67.0,10,4,3,2,0.0,Loyal,sms,Night,95.0,0.703,True
CUST_B30C0F03,100,62.0,10,6,4,2,0.0,Loyal,whatsapp,Morning,43.0,0.708,True
CUST_1351064A,55,62.0,10,6,1,1,0.0,Anonymous,whatsapp,Afternoon,,0.438,False
CUST_4A625328,50,52.0,10,8,0,0,0.0,Anonymous,push,Evening,,0.418,False
CUST_D6FCB1E8,60,60.0,0,1,1,1,0.0,Cart Active,email,Afternoon,27.0,0.5,True
CUST_EB78793E,50,52.0,10,8,0,0,0.0,Browsing,push,Night,,0.418,False
CUST_3BC4ECAE,60,52.0,10,10,0,0,0.0,Browsing,sms,Afternoon,,0.478,False
CUST_9BFE4ED4,80,70.0,0,2,2,2,0.0,Cart Active,whatsapp,Evening,55.0,0.61,True
CUST_756B35DC,80,70.0,0,2,2,2,0.0,Interested,whatsapp,Evening,90.0,0.61,True
CUST_58DE26DE,80,72.0,10,2,2,2,0.0,High Intent,whatsapp,Night,79.0,0.578,True
CUST_855AF781,80,72.0,10,8,2,2,0.0,Browsing,email,Evening,,0.578,False
CUST_8FE037C1,30,52.0,10,4,0,0,0.0,Anonymous,email,Afternoon,,0.298,False
CUST_2BA29819,80,70.0,0,2,2,2,0.0,Interested,whatsapp,Night,76.0,0.61,True
CUST_B99993B5,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Morning,,0.0,False
CUST_56A67BB4,100,57.0,10,8,5,2,0.0,Loyal,whatsapp,Afternoon,3.0,0.713,True
CUST_93480CCB,65,62.0,10,8,1,1,0.0,Browsing,email,Evening,,0.498,False
CUST_D488727A,10,70.0,100,0,0,0,0.0,Churn Risk,sms,Evening,,0.0,False
CUST_D26F973C,100,100.0,0,5,5,5,0.0,Interested,sms,Morning,51.0,0.7,True
CUST_77F1C16C,10,70.0,100,0,0,0,0.0,Dormant,sms,Morning,,0.0,False
CUST_D6436251,100,87.0,10,6,5,4,0.0,High Intent,whatsapp,Evening,75.0,0.683,True
CUST_93A9BF43,60,62.0,10,1,1,1,0.0,Loyal,whatsapp,Evening,78.0,0.7717,True
CUST_EE0967E3,100,52.0,10,5,3,1,0.0,High Intent,email,Night,96.0,0.718,True
CUST_E0EAE488,100,80.0,0,3,3,3,0.0,Interested,email,Morning,19.0,0.72,True
CUST_F2051248,35,62.0,10,2,1,1,0.0,Anonymous,whatsapp,Night,,0.318,False
CUST_82F65E23,80,72.0,10,8,2,2,0.0,Browsing,whatsapp,Afternoon,,0.578,False
CUST_DD984D84,65,62.0,10,8,1,1,0.0,Anonymous,email,Morning,,0.498,False
CUST_CB568B0F,10,70.0,100,0,0,0,0.0,Dormant,whatsapp,Morning,,0.0,False
CUST_21BB680C,70,82.0,10,3,3,3,0.0,Interested,email,Night,,0.508,False
CUST_FED98234,30,62.0,10,1,1,1,0.0,Interested,whatsapp,Morning,,0.288,False
CUST_EE8EF9EC,75,62.0,10,10,1,1,0.0,Anonymous,email,Morning,,0.558,False
